qltg,1=龟甲冬青
ygdk,1=高下在口
ygoi,1=高一数学
ygwi,1=高一化学
mtkb,1=骨鼻中隔
mqdk,1=骨鲠在喉
mqpa,1=骨鲠之臣
mqpr,1=骨鲠之气
mmts,1=骨髓移植
mlmu,1=骨软骨病
mlmo,1=骨软骨炎
mlty,1=骨软筋麻
mlts,1=骨软筋酥
mlwu,1=骨软化症
mrns,1=骨质疏松
mrui,1=骨质减少
mjys,1=骨螺旋板
memn,1=骨腾肉飞
mmya,1=骨肉离散
mmsl,1=骨肉相连
mmfp,1=骨肉未寒
mmll,1=骨肉团圆
mmwy,1=骨肉分离
mmpn,1=骨肉之情
mowx,1=骨粘合线
mtst,1=骨移植物
mdnr,1=骨硬蛋白
mdwu,1=骨硬化症
mwxs,1=骨盆结核
mwij,1=骨盆测量
muvh,1=骨瘦如柴
maol,1=骨牙粘连
mdij,1=骨灰流星
msmu,1=骨样骨瘤
mlax,1=骨架菌丝
mltx,1=骨架航线
mldt,1=骨架矿物
mlpy,1=骨架密度
mlco,1=骨架参数
mlwd,1=骨架代码
moxs,1=骨料级配
mory,1=骨料反应
mdgu,1=骨成形瓣
mdgs,1=骨成形术
mduv,1=骨感美女
mnwo,1=骨性分类
mfmx,1=骨干曲线
mfdk,1=骨干成员
mflj,1=骨干力量
mfwo,1=骨干企业
mbju,1=骨子里头
mulb,1=骨头架子
mdxe,1=骨原细胞
mwkn,1=骨化中心
mleg,1=骨力胶囊
muau,1=骨关节病
muao,1=骨关节炎
cbdy,1=骥子龙文
cfpj,1=骤雨初歇
cqfq,1=骤然增多
ccup,1=骠骑将军
crjy,1=骚扰电话
crjd,1=骚扰电压
cray,1=骚扰功率
cwlp,1=骚人墨客
ctpk,1=骚乱之吻
cmcq,1=骗财骗色
ckck,1=骗吃骗喝
cbqm,1=骗取钱财
ckwd,1=骗中传奇
ccec,1=骑驴觅驴
ccrc,1=骑马找马
cchg,1=骑马上班
cllp,1=骑车回家
chcg,1=骑虎难下
cttl,1=骑自行车
cjfl,1=骑电动车
clmd,1=骑田岭矿
cyrl,1=骑摩托车
crxq,1=骑打幼儿
cfop,1=骑士精神
crbt,1=骑兵队长
ccdk,1=骏马奋蹄
cycf,1=验证通过
cyit,1=验证消息
ctaf,1=验算荷载
cjgt,1=验明正身
cnyc,1=验收试验
cniy,1=验收测试
cnrt,1=验收报告
cnum,1=验收准则
cayw,1=验工计价
cfdw,1=骋耆奔欲
cnih,1=骋怀游目
clwu,1=骈四俪六
cpul,1=骇客帝国
cwhp,1=骇人睡客
cwku,1=骇人听闻
ccgx,1=骆驿不绝
cbwo,1=骄阳似火
cvfr,1=骄娇二气
cdiq,1=骄奢淫逸
crnm,1=骄兵必败
crpy,1=骄兵之计
cwfg,1=骄傲起来
cwti,1=骄傲自满
cwtd,1=骄傲自大
cwdx,1=骄人成绩
kppm,1=骂神宝典
ktun,1=骂得痛快
kpfl,1=骂客地图
kbgg,1=骂了一顿
kwey,1=骂个脏话
cdws,1=骁龙八核
cpsa,1=驿寄梅花
lpsj,1=驾鹤西归
lcty,1=驾驶行为
lccl,1=驾驶能力
lcxc,1=驾驶经验
lctw,1=驾驶盘伤
lcua,1=驾驶疲劳
lcls,1=驾驶甲板
lcrc,1=驾驶技能
lcrj,1=驾驶执照
lcwk,1=驾驶人员
lfna,1=驾考改革
ljfy,1=驾照考试
ljty,1=驾照翻译
lspm,1=驾校宝典
lnyd,1=驾悦永在
vcys,1=驽马恋栈
vcfl,1=驽马十驾
cmyl,1=驼峰调车
cuds,1=驻颜有术
ckgu,1=驻足不前
ciub,1=驻港部队
cixg,1=驻波比表
cigx,1=驻波天线
cyaj,1=驻店药师
cqwq,1=驻外使馆
cwdw,1=驻华大使
cwwq,1=驻华使馆
cwwa,1=驻华使节
cwgc,1=驻人平台
cyub,1=驻京部队
cget,1=驷不及舌
cbau,1=驶出匝道
ckdk,1=驴鸣犬吠
cmoo,1=驴肉火烧
crce,1=驴年马月
cucr,1=驴前马后
cgev,1=驴不胜怒
cltp,1=驳回复审
clhy,1=驳回上诉
cyir,1=驱魔少年
cfrj,1=驱雷掣电
cebf,1=驱逐出境
cjek,1=驱蝇用品
cjja,1=驱蛔虫药
cjrx,1=驱蚊报纸
cxxl,1=驱绳绞车
cxja,1=驱绦虫药
cupu,1=驱瘟之意
ciuy,1=驱油效率
cful,1=驱动装置
cfnr,1=驱动蛋白
cfcj,1=驱动能量
cfsr,1=驱动模拟
cfss,1=驱动机构
cfro,1=驱动指数
ccxf,1=驰骋疆场
ccif,1=驰骋沙场
cmcf,1=驰风骋雨
cqus,1=驰名商标
cdcf,1=驯龙骑士
cdhy,1=驯龙战记
cdva,1=驯龙女巫
cqvu,1=驯狼女童
cvnw,1=驭鼠怪人
chtt,1=马齿徒长
chtf,1=马齿徒增
camk,1=马鞍山路
camy,1=马鞍山市
cayn,1=马革裹尸
cfpt,1=马雷定律
cbph,1=马陵之战
cwpx,1=马阜安乡
cuks,1=马门嘴村
cjgv,1=马里亚那
cjgx,1=马里亚纳
ckgj,1=马蹄形肾
ckna,1=马踏飞燕
ckab,1=马路牙子
ckuu,1=马路新闻
ckcd,1=马路对面
ckgw,1=马路天使
ckgd,1=马路丐帮
cftt,1=马赫穆德
chdu,1=马虎大意
chgt,1=马虎不得
cadv,1=马蒂厄群
cadi,1=马蒂厄法
cayp,1=马萨诸塞
cajr,1=马苏里拉
ctty,1=马航翻译
cubc,1=马背承欢
cmmi,1=马肉风波
cbam,1=马耳东风
cxsk,1=马缨杜鹃
cxxi,1=马纳维省
cxtd,1=马纳利奇
cuvp,1=马竞女神
cpis,1=马祖湖村
cutt,1=马瘦毛长
clhq,1=马略卡岛
cqoi,1=马猴烧酒
ctry,1=马特拉齐
ctqa,1=马特乌斯
coua,1=马灯部落
cifi,1=马滑霜浓
ciia,1=马涧小区
cial,1=马浜花园
cqyc,1=马氏文通
cgpx,1=马武寨乡
cssg,1=马森模型
csfs,1=马森博格
csrh,1=马桶挑战
csqq,1=马桥馄饨
csjd,1=马格里布
csva,1=马格努斯
cscg,1=马林巴琴
cgsg,1=马来西亚
cgvq,1=马来群岛
cgaj,1=马来巫师
cggu,1=马来亚病
csjo,1=马杉肾炎
csqd,1=马木留克
cdti,1=马春和省
cjgy,1=马日事变
cakt,1=马斯喀特
caht,1=马斯卡特
cahn,1=马斯卡尼
cyfm,1=马放南山
cwsr,1=马攸木拉
crnd,1=马提尼克
crsa,1=马拉松蓝
crcs,1=马拉巴栗
crqx,1=马拉多纳
crhx,1=马拉卡纳
cdqn,1=马戛尔尼
clga,1=马恩列斯
ctra,1=马德拉斯
crdf,1=马年大吉
crdn,1=马年大发
cqhq,1=马岛战争
cqys,1=马岛主权
cnrw,1=马尾损伤
cnfa,1=马尼干戈
cqan,1=马尔蒂尼
cqaa,1=马尔萨斯
cqtv,1=马尔科姆
cqyq,1=马尔康镇
cqye,1=马尔康县
cqyp,1=马尔库塞
cqdq,1=马尔威狮
cqwu,1=马尔堡病
cqff,1=马尔地夫
cqda,1=马尔克斯
cqwf,1=马尔代夫
cvfq,1=马奴干岛
cruk,1=马失前蹄
cpyp,1=马塞诸塞
cfxy,1=马场弘文
cfix,1=马圪当乡
csfl,1=马哥孛罗
ckat,1=马哈苏德
ckds,1=马哈克木
cspu,1=马可福音
csil,1=马可波罗
chls,1=马卡连柯
chif,1=马卡洛夫
chsq,1=马占林印
cuii,1=马前泼水
cgda,1=马到成功
cgaw,1=马列著作
cgyy,1=马列主义
cutx,1=马关条约
curd,1=马兰拉面
ctwm,1=马入华山
cdsv,1=马克西姆
cdfq,1=马克塘镇
cdki,1=马克吐温
cwwt,1=马仰人翻
cwiu,1=马什漏斗
cwts,1=马什么梅
cftu,1=马云笃交
cnvl,1=马乙奴四
ckfq,1=马中赤兔
crxr,1=马丘比丘
cgwk,1=马不停蹄
chqv,1=马上销毁
chgq,1=马上还钱
chdq,1=马上有钱
chdm,1=马上有财
chgv,1=马上开始
chys,1=马上就要
chyc,1=马上就能
chyh,1=马上就睡
chyu,1=马上就瘦
chyv,1=马上就好
chyg,1=马上就到
chyw,1=马上就会
chlg,1=马上回来
chlp,1=马上回家
chkq,1=马上吃饭
chnm,1=马上发财
chgm,1=马上到账
chwq,1=马上分解
chbg,1=马上出来
chgg,1=马上下班
cskt,1=马丁路德
csnj,1=马丁居里
csma,1=马丁内斯
tssk,1=香酥可口
tmxq,1=香迪红馆
tfui,1=香远益清
tluw,1=香车美人
tlpc,1=香车宝马
taag,1=香菇菌素
taer,1=香菇肥牛
taoc,1=香菇炖鸡
tauw,1=香草美人
tevu,1=香肠嫁妆
togx,1=香火不绝
togo,1=香火不断
tijt,1=香澄果穗
tijj,1=香港电影
tijc,1=香港电台
tita,1=香港特区
tisf,1=香港机场
tiyi,1=香港旅游
tivw,1=香港媒体
tivj,1=香港女星
tilj,1=香港回归
tiky,1=香港中文
tigg,1=香消玉殒
tigr,1=香消玉损
tipn,1=香江家居
trrt,1=香气扑鼻
tsgw,1=香榭丽舍
tsia,1=香楠小区
tsjr,1=香格里拉
toho,1=香料皮炎
towt,1=香料作物
tcrq,1=香巴拉镇
tcki,1=香巴噶举
tmxk,1=香山红叶
tphr,1=香初上舞
uvgu,1=首鼠两端
ufxi,1=首都经济
ufja,1=首都师范
ustw,1=首要条件
uswl,1=首要位置
utxf,1=首行缩进
uauo,1=首营资料
uesu,1=首脑机关
uewy,1=首脑会议
uewj,1=首脑会晤
utpy,1=首秀之夜
utxp,1=首盘比赛
utwm,1=首特华峰
utar,1=首版敬制
uiyr,1=首波主打
uuyr,1=首次应邀
uhtr,1=首战告捷
uiau,1=首当其冲
ugxv,1=首开纪录
uvhp,1=首建睿安
uyyf,1=首席记者
ungr,1=首屈一指
unxw,1=首尾结合
unsl,1=首尾相连
unsy,1=首尾相应
unns,1=首尾导标
unky,1=首尾呼应
ungu,1=首尾两端
udqi,1=首夏犹清
uupa,1=首善之区
uwop,1=首创精神
uwgw,1=首保不含
uwfy,1=首位城市
qiwi,1=馋涎欲滴
qmpk,1=馈赠礼品
qjxg,1=馈电线夹
qspq,1=馆梦之岛
qrre,1=饿鬼投胎
qhmu,1=饿虎见羊
qhrw,1=饿虎扑食
qhpk,1=饿虎之蹊
queh,1=饿着肚皮
queb,1=饿着肚子
qggi,1=饿死事小
qawe,1=饿其体肤
qumn,1=饼状岩心
qaxl,1=饼式线圈
qfyp,1=饼干豪宅
qdmf,1=饶有风趣
qdfk,1=饶有趣味
qdif,1=饶有兴趣
qdig,1=饶有兴致
qdik,1=饶有兴味
qjvh,1=饶是如此
qgbw,1=饶不了你
qeta,1=饲用甜菜
qosx,1=饲料酵母
qoss,1=饲料机械
qodo,1=饲料原料
qqhp,1=饱饱眼福
qwjy,1=饱食暖衣
qxmf,1=饱经风霜
qxic,1=饱经沧桑
qxnk,1=饱经忧患
qtbs,1=饱和聚酯
qtpr,1=饱和空气
qtlb,1=饱和因子
qtdl,1=饱和压力
qnfu,1=饱以老拳
qphi,1=饮鸩止渴
qwui,1=饮食疗法
qwlv,1=饮食男女
qwbt,1=饮食卫生
qwnn,1=饮食习惯
qait,1=饮艺小乔
qiya,1=饮水调节
qiyc,1=饮水试验
qili,1=饮水思源
qilc,1=饮水困难
qiku,1=饮水喷头
qiks,1=饮水中枢
qoqu,1=饮料包装
qxtn,1=饮弹自尽
qfik,1=饭都没吃
qgik,1=饭还没吃
qooq,1=饭米粒儿
qibt,1=饭没了秀
qhps,1=饭桌之歌
qgxk,1=饭来张口
qgiw,1=饭囊酒瓮
qgyl,1=饭囊衣架
quir,1=饭前洗手
qbik,1=饭也没吃
qyqh,1=饥鹰饿虎
qqnx,1=饥饿收缩
qell,1=饥肠辘辘
qicd,1=饥渴难耐
qpur,1=饥寒交迫
qpul,1=饥寒交加
qgrw,1=饥不择食
kgdp,1=饕餮盛宴
kgpt,1=饕餮之徒
hqfs,1=餐馆老板
hqto,1=餐饮行业
hqtg,1=餐饮管理
hqet,1=餐饮服务
hqwn,1=餐饮公司
hqwo,1=餐饮企业
hmfp,1=餐风露宿
hmpf,1=餐风宿露
hwng,1=餐企惊现
wjpa,1=食野之苹
wueu,1=食道肠瓣
wuyg,1=食道盲囊
wkpa,1=食蹑空草
wjua,1=食虫部落
wjfa,1=食虫真菌
wapl,1=食药安办
wmph,1=食肉寝皮
wmft,1=食肉动物
wtqp,1=食管狭窄
wttp,1=食管憩室
wtmd,1=食管内压
weio,1=食用酒精
weao,1=食用菌类
west,1=食用植物
weje,1=食用明胶
weda,1=食用大黄
wewt,1=食用作物
wgos,1=食玉炊桂
wgpm,1=食玉之风
wtgi,1=食物残渣
wtnx,1=食物异级
wwbd,1=食欲障碍
wgel,1=食来孕转
wjdq,1=食日万钱
wfdy,1=食无大言
wrdf,1=食指大动
wtjl,1=食德昭畴
wtpm,1=食彼之肉
wilk,1=食尚国味
wptw,1=食安微信
wppj,1=食安之日
wivp,1=食堂女神
wkqo,1=食品饮料
wkrj,1=食品质量
wkak,1=食品药品
wkti,1=食品科学
wkao,1=食品工业
wkpk,1=食品容器
wkpw,1=食品安全
wkbt,1=食品卫生
wkla,1=食品加工
wkwn,1=食品公司
wkwa,1=食品保藏
wkpj,1=食叶害虫
wanj,1=食医心鉴
wuyd,1=食前方丈
wuml,1=食亲财黑
wptu,1=食之香美
wpli,1=食之软润
wpti,1=食之甜涩
wpie,1=食之滑胎
wpik,1=食之润口
wpsk,1=食之本味
wpkq,1=食之味鲜
wpgc,1=食之不骄
wkfr,1=食中二指
wgje,1=食不果腹
wgdo,1=食不厌精
nddg,1=飞龙在天
naed,1=飞黄腾达
naek,1=飞黄腾踏
npnm,1=飞鹤飞帆
npeo,1=飞鹤乳业
nifr,1=飞鸿雪爪
nikf,1=飞鸿踏雪
nitf,1=飞鸿移动
nqja,1=飞鸟影苑
ncdf,1=飞驰而去
nclb,1=飞马国际
nfue,1=飞霜六月
nmjk,1=飞雕电器
nqfx,1=飞针走线
nrdf,1=飞逝而去
nlfn,1=飞车走壁
nlrd,1=飞车抢夺
nkni,1=飞跃情海
ntkx,1=飞行路线
ntya,1=飞行计划
ntor,1=飞行数据
ntrs,1=飞行技术
njfo,1=飞蛾赴火
njro,1=飞蛾扑火
nwfu,1=飞禽走兽
ntit,1=飞短流长
nqmy,1=飞狐山庄
nqqw,1=飞狐外传
ntxr,1=飞牌绝技
npsp,1=飞灾横祸
noij,1=飞火流星
nibl,1=飞溅阻力
nifg,1=飞流直下
nifd,1=飞沙走石
ngnf,1=飞来飞去
ngsp,1=飞来横祸
nsft,1=飞机颠簸
nsku,1=飞机跑道
nsus,1=飞机站票
nsub,1=飞机着陆
nsic,1=飞机游戏
nsdb,1=飞机故障
nsri,1=飞机探测
nsny,1=飞机尾迹
nsni,1=飞机尾流
nsrb,1=飞机失联
nsdo,1=飞机大炮
nsdh,1=飞机大战
nsbv,1=飞机坠毁
nskf,1=飞机喷雾
nsrt,1=飞机制造
nrvp,1=飞控女神
nrky,1=飞扬跋扈
nrik,1=飞扬浮躁
nlhq,1=飞思卡尔
nxkd,1=飞弦踏春
ngam,1=飞天花雕
ngyr,1=飞天摩托
ngpq,1=飞天宾馆
ngfe,1=飞天云豹
nfem,1=飞土逐肉
nkgw,1=飞吻一个
ntpr,1=飞升之后
nvid,1=飞刀削面
nqql,1=飞儿乐团
nwux,1=飞仙关组
nfrj,1=飞云掣电
nbwf,1=飞也似地
smcf,1=飘风骤雨
sfjb,1=飘零影院
sfbf,1=飘起了雪
sajj,1=飘花电影
strr,1=飘移损失
sqdg,1=飘然而至
sifi,1=飘洋过海
srgp,1=飘摇不定
sqgp,1=飘忽不定
mmaf,1=飓风营救
mmhf,1=飓风战魂
mmpt,1=飓风之种
mdyf,1=风龙废墟
mdfd,1=风鬟雾鬓
myiq,1=风高浪急
myyo,1=风高放火
mcrr,1=风骚控制
mcjc,1=风驰电骋
mcjr,1=风驰电掣
mcfl,1=风马云车
mcgr,1=风马不接
mmoo,1=风风火火
muqd,1=风韵犹存
mywl,1=风靡全国
mygj,1=风靡一时
mfsr,1=风雨飘摇
mfic,1=风雨沧桑
mffb,1=风雨无阻
mfej,1=风雨彩虹
mfpu,1=风雨密门
mfvt,1=风雨如磐
mfvj,1=风雨如晦
mfmk,1=风雨同路
mfuu,1=风雨凄凄
mful,1=风雨交加
mfgt,1=风雨不透
mfgn,1=风雨不改
mbnf,1=风随心动
mbba,1=风险防范
mbyw,1=风险评价
mbeq,1=风险胎儿
mbto,1=风险系数
mbiw,1=风险溢价
mbre,1=风险接受
mbro,1=风险指数
mbrr,1=风险抵押
mbru,1=风险投资
mbpv,1=风险容忍
mbti,1=风险利润
mbbo,1=风险函数
mbar,1=风险共担
mbbd,1=风险也大
mbjk,1=风阻影响
mblt,1=风阻力矩
mumu,1=风间由美
mjya,1=风量调节
mjws,1=风量分配
mjfj,1=风里雨里
mewh,1=风采依旧
mfdu,1=风过有痕
mlfi,1=风轻云淡
mlmy,1=风车山庄
mfxl,1=风趣幽默
mffi,1=风起云涌
myfk,1=风调雨顺
mymy,1=风言风语
myqd,1=风衣外套
mtfa,1=风行雨散
mtaw,1=风行草偃
mtih,1=风行水上
mtgj,1=风行一时
mqcr,1=风蚀预报
mqog,1=风蚀类型
mqpp,1=风蚀灾害
mhfd,1=风虎云龙
mafe,1=风花雪月
mafy,1=风花雪夜
mqxs,1=风色幻想
mcui,1=风能资源
mcil,1=风能潜力
mcpy,1=风能密度
mcaa,1=风能区划
mtij,1=风系法师
mrta,1=风的季节
mtif,1=风生水起
mggl,1=风玫瑰图
mrdj,1=风热感冒
mogr,1=风烛残年
mopr,1=风烛之年
mopy,1=风火之旅
mirf,1=风激振动
miil,1=风滩水力
miui,1=风湿病学
miqu,1=风湿免疫
mier,1=风清月白
miey,1=风清月朗
miej,1=风清月明
mijj,1=风清景明
mifi,1=风清云淡
micf,1=风流骑士
miug,1=风流韵事
mifb,1=风流才子
midn,1=风流成性
mini,1=风流快活
mipv,1=风流寡妇
midu,1=风流压差
mipa,1=风流冤孽
miwt,1=风流人物
mifa,1=风流云散
miyc,1=风洞试验
migo,1=风波不断
mifq,1=风沐云卿
mipf,1=风水宝地
mrpt,1=风气之先
msbc,1=风樯阵马
msom,1=风林火山
mspd,1=风木之悲
mefl,1=风月无边
mefi,1=风月无涯
mepj,1=风月宝鉴
mefr,1=风月场所
mjqw,1=风暴猎人
mjrr,1=风暴扶手
mjha,1=风暴战区
mjaw,1=风暴巨剑
mjmi,1=风暴峡湾
mjki,1=风暴吃水
mjph,1=风暴之眼
mjkn,1=风暴中心
mjow,1=风景迷人
mjtg,1=风景秀丽
mjvg,1=风景如画
mjfe,1=风景地貌
mjlt,1=风景图片
mjls,1=风景园林
mjqe,1=风景名胜
mrds,1=风挡面板
mrak,1=风扫落叶
myhg,1=风扇皮带
mdit,1=风成沉积
mneu,1=风情月意
mnel,1=风情月思
mnew,1=风情月债
mndt,1=风情万种
mnrp,1=风必摧之
myyy,1=风度翩翩
mdst,1=风布植物
midm,1=风尚大典
mikx,1=风尘吸张
miww,1=风尘仆仆
mpro,1=风寒指数
mvst,1=风媒植物
mvwo,1=风媒传粉
muor,1=风头火势
muii,1=风头浪尖
mfpk,1=风声鹤唳
mfwn,1=风土人情
mkmf,1=风啸山坡
mtjg,1=风和日丽
mkhd,1=风味餐厅
mkab,1=风味茄子
mkfk,1=风味十足
mkgi,1=风吹麦浪
mkfi,1=风吹雨淋
mkfr,1=风吹雨打
mkaf,1=风吹草动
mkaw,1=风吹草低
mkti,1=风吹稻浪
mkir,1=风吹浪打
mkjj,1=风吹日晒
mkfa,1=风吹云散
mkgf,1=风吹不动
mthy,1=风向频率
mkii,1=风口浪尖
mkid,1=风口水套
mkyu,1=风口弯头
mdto,1=风压系数
mugf,1=风卷残云
mwxw,1=风华绝代
mwki,1=风华中学
mwdy,1=风化矿床
mwro,1=风化指数
mwmd,1=风化岩石
mwwe,1=风化作用
meor,1=风助火势
mfdd,1=风动石碴
mlil,1=风力水车
mlry,1=风力摇床
mlnj,1=风力发电
mlyf,1=风力充填
mlwq,1=风力侵蚀
mvfq,1=风剥雨蚀
mvfw,1=风刀霜剑
mufk,1=风冷却器
mitg,1=风光秀丽
mijv,1=风光明媚
miyy,1=风光旖旎
migg,1=风光不再
migj,1=风光一时
mqqb,1=风儿乐队
mwwn,1=风俗人情
mwnn,1=风俗习惯
mfup,1=风云闲客
mfle,1=风云辅助
mfxw,1=风云组合
mfef,1=风云月露
mfyq,1=风云变色
mfyx,1=风云变幻
mfgi,1=风云不测
mtrf,1=风乎舞雩
mpal,1=风之花园
mpdb,1=风之大陆
mpcu,1=风之圣痕
mjna,1=风临异世
mkdx,1=风中奇缘
mkca,1=风中劲草
mkut,1=风中凌乱
mkpo,1=风中之烛
mgsr,1=风一样的
mowu,1=風煙俱净
fywm,1=颠鸾倒凤
fwlr,1=颠倒黑白
fwjd,1=颠倒是非
fdwl,1=颠三倒四
ppau,1=额窦区痛
ppkb,1=额窦中隔
ppxa,1=额神经节
piyh,1=额满为止
pixy,1=额济纳旗
psqx,1=额横皱纹
prty,1=额手称庆
pqtn,1=额尔德尼
pqdx,1=额尔古纳
pphy,1=额定频率
ppji,1=额定电流
ppjd,1=额定电压
ppiu,1=额定水头
pppj,1=额定容量
pqff,1=额外超载
pqqr,1=额外负担
pqji,1=额外电流
pqnx,1=额外收费
pqix,1=额外小费
pkge,1=额叶静脉
pmwl,1=额内侧回
uyty,1=颜高智高
uqro,1=颜色指数
uqcx,1=颜色对比
uqas,1=颜色匹配
uqdq,1=颜色三角
utsm,1=颜筋柳骨
uqpk,1=颜氏家川
upjw,1=颜字里化
uvju,1=颜婷易兰
uvea,1=颜如舜英
jssn,1=题西林壁
jihs,1=题海战术
jjpq,1=题临安邸
jkpy,1=题中之义
jokw,1=颗粒遗传
joey,1=颗粒脱离
joeo,1=颗粒肥料
joxe,1=颗粒细胞
joxy,1=颗粒细度
joxs,1=颗粒组构
joxd,1=颗粒组成
jotg,1=颗粒管型
joso,1=颗粒材料
jofn,1=颗粒无收
jogu,1=颗粒形状
jojw,1=颗粒归仓
jonf,1=颗粒尺寸
joim,1=颗粒小凹
jogi,1=颗粒囊泡
jdli,1=颗石软泥
tfon,1=颓垣断壁
hhhu,1=频频点头
hush,1=频道栏目
hytn,1=频谱特性
hyrn,1=频谱扩展
hxya,1=频组方式
htqr,1=频移键控
hybk,1=频率阶跃
hyky,1=频率跳变
hyyu,1=频率误差
hydx,1=频率牵引
hysu,1=频率标准
hyry,1=频率捷变
hyrf,1=频率抖动
hyqw,1=频率急偏
hypb,1=频率容限
hydw,1=频率存储
hyyr,1=频率变换
hyws,1=频率分析
haut,1=频散关系
hrfd,1=频扫雷达
hyut,1=频度关系
hykn,1=频度中心
hgcu,1=频带参差
hgwl,1=频带倒置
hfws,1=频域分析
hwrw,1=频分指令
hwqf,1=频分多址
hwte,1=频分复用
arrw,1=颐指气使
augr,1=颐养天年
ycol,1=颏颈粘连
ycyx,1=颏颈挛缩
yuui,1=颏部美学
yeol,1=颏胸粘连
ydgs,1=颏成形术
ygge,1=颏下静脉
xyat,1=颍州区程
wuub,1=颌间间隙
wudx,1=颌间牵引
wulp,1=颌间固定
wqfr,1=颌外支抗
wmfr,1=颌内支抗
cfpx,1=颈鼓神经
cffe,1=颈鼓动脉
cmee,1=颈髂肋肌
caxf,1=颈项强直
cgex,1=颈静脉弓
cuow,1=颈部烧伤
cbpu,1=颈耳窦道
cbge,1=颈耳囊肿
cxgq,1=颈缩现象
ctir,1=颈管消失
cupf,1=颈状突起
cige,1=颈深静脉
cife,1=颈深动脉
cicg,1=颈淋巴囊
cixe,1=颈沟细胞
csge,1=颈横静脉
cspx,1=颈横神经
csfe,1=颈横动脉
cjte,1=颈最长肌
cufe,1=颈总动脉
cqge,1=颈外静脉
cqfe,1=颈外动脉
cqws,1=颈外侧核
clye,1=颈回旋肌
cqkp,1=颈卵器室
cuge,1=颈半棘肌
ctfe,1=颈升动脉
cfea,1=颈动脉鞘
cfet,1=颈动脉管
cfeu,1=颈动脉瘤
cfei,1=颈动脉沟
cfes,1=颈动脉杈
cfex,1=颈动脉弓
cfew,1=颈动脉体
cmge,1=颈内静脉
cmfe,1=颈内动脉
hxmr,1=颇费周折
hqdq,1=颇负盛名
hmal,1=颇见功力
hdty,1=颇有微词
hdmd,1=颇有同感
hdif,1=颇感兴趣
hecq,1=颇受欢迎
hhfs,1=颇具规模
hyts,1=颇为重要
hytu,1=颇为得意
watw,1=领鞭毛体
wpvw,1=领袖群伦
wtyi,1=领衔主演
waix,1=领英小编
wial,1=领海范围
wiax,1=领海基线
wrqy,1=领投钛度
wlqa,1=领恩锡荣
wnbt,1=领导职务
wnsn,1=领导核心
wndk,1=领导成员
wnmw,1=领导岗位
wnix,1=领导小组
wnkt,1=领导品牌
wnwm,1=领导作风
wnwk,1=领导人员
wfpg,1=领土完整
wpwt,1=领军人物
wtig,1=领先水平
wtfw,1=领先地位
hmmu,1=颅骨骨瘤
hmmr,1=颅骨骨折
hmlw,1=颅骨软化
hmrr,1=颅骨缺损
hmow,1=颅骨烧伤
hmrs,1=颅骨手术
hdgd,1=颅面形态
herw,1=颅脑损伤
hers,1=颅脑手术
hbui,1=颅耳间沟
hymr,1=颅底骨折
hyqd,1=颅底外面
hymd,1=颅底内面
hfeo,1=颅动脉炎
hmdi,1=颅内感染
cbql,1=预防犯罪
cbrt,1=预防接种
cyjy,1=预订电话
ctfp,1=预算赤字
ctxr,1=预算编制
copq,1=预料之外
copk,1=预料之中
cnmf,1=预收账款
crxe,1=预提费用
crfk,1=预排进路
crdu,1=预拌砂浆
cryw,1=预报评分
csbl,1=预想出力
ctpp,1=预备军官
ctik,1=预备党员
ctya,1=预先计划
cwpq,1=预付定金
cnay,1=预习功课
wddw,1=颂古非今
wump,1=颁奖典礼
gkre,1=顿足捶胸
gkgu,1=顿足不前
gnin,1=顿悟学习
ggap,1=顿开茅塞
gkfy,1=顿口无言
dhtt,1=顾虑重重
dhtd,1=顾盼自雄
dhtn,1=顾盼生情
dqiw,1=顾氏小体
dhrt,1=顾此失彼
djtn,1=顾影自怜
dwda,1=顾命大臣
drhu,1=顾后瞻前
dqly,1=顾名思义
dwdn,1=顾全大局
fdhu,1=顽石点头
fsgw,1=顽梗不化
fxrr,1=顽强拼搏
fxgn,1=顽强不屈
fljr,1=顽固坚持
flwb,1=顽固分子
flgw,1=顽固不化
evgy,1=须臾不离
euhg,1=须羊齿型
epix,1=须家河组
enxr,1=须发皆白
ewct,1=须佐能乎
exwp,1=须乡伸之
kmki,1=顺风顺水
kmlt,1=顺风转舵
kmko,1=顺风吹火
kmwm,1=顺风使帆
kwjp,1=顺颂时祺
kwup,1=顺颂商祺
kqsq,1=顺错构象
kufj,1=顺道者昌
kibu,1=顺辉陶瓷
ktbs,1=顺行联想
karr,1=顺藤摸瓜
kxjb,1=顺络电子
kpup,1=顺祝商祺
kdtr,1=顺磁物质
kdar,1=顺磁共振
kidg,1=顺流而下
kirq,1=顺流接触
kiru,1=顺流掉头
kifo,1=顺流干燥
kirt,1=顺水推舟
kiwn,1=顺水人情
kspg,1=顺木之天
kjbw,1=顺时随俗
kjdf,1=顺时而动
krdu,1=顺手牵羊
ktfj,1=顺我者昌
knvu,1=顺心如意
kasq,1=顺式构象
kyii,1=顺应潮流
kyjr,1=顺应时势
kyjw,1=顺应时代
kgyj,1=顺天应时
kgyw,1=顺天应人
kfdt,1=顺坡耕种
kfgc,1=顺坡下驴
ktfo,1=顺向进料
ktsq,1=顺向构象
kcsq,1=顺叠构象
kric,1=顺反测验
krns,1=顺反异构
krdy,1=顺势而为
krui,1=顺势疗法
